finished,responseid,lead_swm,lead_swm_o,swm_satisfaction,wtp1,wtp2,wtp3,wtp4,wtp5,wtp6,wtp7,wtp8,wtp9,wtp10,wtp11,wtp12,wtp13,wtp14,wtp15,wtp16,wtp17,wtp18,wtp19,wtp20,wtp21,wtp22,wtp23,wtp24,wtp25,wtp26,wtp27,wtp28,wtp29,wtp30,wtp31,wtp32,wtp33,wtp34,wtp35,wtp36,publ_educ,nat_env,crime_prev,housing,unempl_pov,health_serv,foodsec,pp_other,pp_other_txt,pp_pnts,water_poll,air_poll,deforestation,soil_deg,env_swm,biodiv_loss,climate_ch,env_other,env_other_txt,env_pnts,impact_swm,effects_swm,effects_swm_o,frequency,frequency_o,engagement,w3,village,gender,d3,age,educ,employ,employ_o,religion,religion_o,d7,yrs_cape,d8,yrs_house,hh_position,hh_position_om,hh_position_of,ownership,ownership_o,d11,buildings,d12,people,income,household_id,z1,ns_bid1,s_bid1,ns_bid2,s_bid2,response_ns_bid1,response_s_bid1,response_ns_bid2,response_s_bid2
True,R_1K114wRbh4hHTFH,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,0,5,0,10,25,0,,0,14,0,0,14,12,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues",,Once a week,,I do not want do engage in solid waste management,Beautification. Good health ,Chembe,Female,Please state the age in completed years of life,23,No education,Unemployed,,Christianity,,Please enter amount as a number,21,Please enter amount as a number,6,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,3,"Less than 25,000",,Thanks ,2500,2500,1250,1250,0,0,0,0
True,R_RkI0Oxb9TPtzOJX,Mother of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,10,10,2,0,0,8,10,0,,0,13,8,10,0,9,0,0,0,,0,Yes,"Water pollution,Air pollution,Loss of biodiversity ",,Every day,,I would be willing to contribute my time,Prevention of disease. Clean air and homes,Nkhono,Female,Prefer not to say,,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,5,"75,001 to 100,000",,,1500,1500,750,750,0,0,0,0
True,R_3FV7q6C4Zm0yDgX,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,13,0,15,0,0,10,2,0,2,0,6,7,8,4,5,5,5,0,-,0,Yes,"Water pollution,Air pollution,Health issues",,Every day,,I would be willing to contribute my time,prevention of diseases ,Madothi,Female,Please state the age in completed years of life,27,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,10,Please enter amount as a number,4,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"More than 300,000",,,2000,2000,4000,4000,1,1,1,1
True,R_1MQyemLzkPstZow,Female head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,8,5,14,4,0,-,0,4,7,8,6,4,7,4,0,-,0,Yes,"Water pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,tourism attraction ,Madothi,Female,Please state the age in completed years of life,39,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,23,Please enter amount as a number,10,Female head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,6,"75,001 to 100,000",,,500,500,1000,1000,1,1,1,1
True,R_3oScyb0hAHJaiM2,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,,11,0,8,0,0,10,11,0,,0,9,0,0,14,7,0,10,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact,Decrease of tourism",,Every day,,I would be willing to contribute my time,Peace. Good health,Chembe,Female,Please state the age in completed years of life,35,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"Less than 25,000",,Thanks for visiting us ,3000,3000,1500,1500,0,0,1,0
True,R_2VKoN2DPTS8gJP4,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,0,8,5,2,14,1,10,0,,0,9,1,7,6,9,3,5,0,,0,Yes,"Spread of diseases,Health issues,Decrease of tourism",,Every day,,I would be willing to pay a fee,Disease prevention ,Madothi,Male,Please state the age in completed years of life,23,Secondary education ,Private sector,,Christianity,,All my life,,Please enter amount as a number,2,Male head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,"75,001 to 100,000",,No comment ,1500,1500,750,750,0,0,1,1
True,R_3PGhLDTR8uYHwON,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,6,5,3,4,8,7,7,0,-,0,5,7,6,7,5,5,5,0,-,0,Yes,"Water pollution,Air pollution",,Bi-weekly / twice a week,,I would be willing to contribute my time,prevention of diseases ,Madothi,Female,Please state the age in completed years of life,39,Primary education,Unemployed,,Christianity,,Please enter amount as a number,3,Please enter amount as a number,4,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,7,"225,001 to 250,000",,,2000,2000,4000,4000,1,1,1,1
True,R_pc5ysfFD9VdRP3P,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,8,6,3,4,0,10,9,0,,0,8,5,7,6,8,0,6,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Healthy environment,Nkhono,Male,Please state the age in completed years of life,27,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,2,Male head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"50,001 to 75,000",,None,2500,2500,1250,1250,0,0,0,0
True,R_1f2a9l7JEbBhUEH,Father of head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,8,6,6,2,0,-,0,5,7,6,6,5,0,11,0,-,0,Yes,"Water pollution,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Madothi,Female,Please state the age in completed years of life,19,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,6,"100,001 to 125,000",,,1000,1000,2000,2000,1,1,1,1
True,R_2qdS7e2L5ZnZwmm,Female head of HH,,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,5,6,5,6,4,5,9,0,-,0,10,6,0,6,2,10,6,0,-,0,No,,,Once a week,,I would be willing to contribute my time,beutify cape maclear ,Madothi,Female,Please state the age in completed years of life,34,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,7,"25,001 to 50,000",,,2500,2500,1250,1250,0,0,0,0
True,R_3iUzIQzKNxWgka1,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,8,3,2,2,4,13,8,0,-,0,5,5,5,5,6,5,9,0,-,0,Yes,"Water pollution,Air pollution",,Bi-weekly / twice a week,,I would be willing to contribute my time,tourism Attraction,Madothi,Female,Please state the age in completed years of life,39,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,7,"More than 300,000",,,3000,3000,6000,6000,1,1,1,1
True,R_1P5CCXSKUGVSBx5,Daughter of head of HH,,Extremely dissatisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,5,5,10,0,0,10,5,5,Roads,0,20,12,0,0,0,8,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Decrease of tourism",,Every day,,I would be willing to contribute my time,Prevention of diseases ,Nkhono,Female,Please state the age in completed years of life,25,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Daughter of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,4,"125,001 to 150,000",,,1500,1500,750,750,0,0,0,0
True,R_2bUDSGs3lIPINR9,Mother of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,10,0,10,0,0,20,0,0,,0,10,20,5,0,5,0,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to pay a fee,Clean homes and air,Nkhono,Female,Please state the age in completed years of life,30,Primary education,Unemployed,,Christianity,,Please enter amount as a number,15,Please enter amount as a number,3,Mother of head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,7,"25,001 to 50,000",,,2000,2000,1000,1000,0,0,0,0
True,R_27jl9kp2CrJHINh,Female head of HH,,Extremely satisfied,Yes,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,12,2,11,0,,0,12,3,7,6,8,1,3,0,,0,Yes,"Water pollution,Spread of diseases,Loss of biodiversity ,Other (please specify):",Soil degradation ,Bi-weekly / twice a week,,I would be willing to pay a fee,Increases tourist attraction. Disease prevention ,Nkhono,Male,Please state the age in completed years of life,32,Secondary education ,Private sector,,Islam ,,Please enter amount as a number,1,Prefer not to say,,Male head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,4,"200,001 to 225,000",,It is wise to participate in waste collection ,500,500,1000,250,1,0,1,1
True,R_2tu7F90upzW2xRr,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,2,12,1,11,0,,0,13,1,7,5,6,2,6,0,,0,Yes,"Spread of diseases,Other (please specify):",Soil degradation ,Every day,,I would be willing to contribute my time,Disease prevention. Clean community ,Nkhono,Female,Please state the age in completed years of life,77,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,20,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,5,"75,001 to 100,000",,Proper waste management can make our community clean and beautiful ,1000,1000,2000,500,1,0,0,1
True,R_3JL7c6iWc2gPUHV,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,13,0,0,0,4,0,23,0,,0,10,0,0,11,13,0,6,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Good health. Hygienic ,Katukumala,Female,Please state the age in completed years of life,31,Primary education,Other (please specify):,Business woman,Islam ,,Please enter amount as a number,5,Please enter amount as a number,5,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,6,"75,001 to 100,000",,Thanks for visit,2500,2500,1250,1250,0,0,0,0
True,R_31zvJxPWgVwVax2,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,,,,,,,,,,,,,,1,8,4,2,12,3,10,0,,0,12,1,7,5,7,3,5,0,,0,Yes,Spread of diseases,,Every day,,I do not want do engage in solid waste management,Disease prevention. Clean and beautiful environment for tourists ,Katukumala,Female,Please state the age in completed years of life,19,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,1,Please enter amount as a number,1,Daughter of head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,4,"75,001 to 100,000",,No comment ,2000,2000,1000,1000,0,0,1,0
True,R_3g5VU87h8bhnlVx,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,,0,8,5,2,13,2,10,0,,0,12,2,7,6,6,3,4,0,,0,Yes,"Air pollution,Spread of diseases",,Other (please specify): ,Three times/week ,I would be willing to contribute my time,Disease prevention. Clean and fresh air in the community ,Katukumala,Female,Please state the age in completed years of life,20,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,7,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"125,001 to 150,000",,No comment ,3000,3000,1500,1500,0,0,1,0
True,R_eIMiGm4zhlOm4sp,Mother of head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,9,4,5,8,0,,0,7,6,0,12,9,0,6,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism,Climate change ,Food insecurity",,Every day,,I would be willing to contribute my time,Good hygiene. Beautification ,Katukumala,Female,Please state the age in completed years of life,26,Primary education,Unemployed,,Islam ,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,3,"Less than 25,000",,Thanks for visiting us ,500,500,1000,1000,1,1,1,1
True,R_1qWDndYSsrYMdMo,Mother of head of HH,,Extremely satisfied,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,0,11,20,0,,0,16,2,0,7,6,3,6,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact",,Every day,,I do not want do engage in solid waste management,Beautification. Good hygiene ,Katukumala,Male,Please state the age in completed years of life,32,Primary education,Other (please specify):,Fisherman ,Christianity,,All my life,,Please enter amount as a number,2,Father of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"Less than 25,000",,Thanks for visiting us ,1000,1000,500,500,0,0,1,1
True,R_1eJYZtZCN7NDA3F,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,9,0,2,0,7,1,21,0,,0,10,0,0,11,13,0,6,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism,Food insecurity",,Every day,,I would be willing to pay a fee,Beautification. Good health ,Katukumala,Female,Please state the age in completed years of life,28,No education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,2,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,2,"Less than 25,000",,Thanks for visiting us ,3000,3000,6000,6000,1,1,0,0
True,R_3fleT0rkwHniFkH,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,No,Yes,,No,No,,,,,,,,,,,,,,,,,,,,0,8,5,2,13,2,10,0,,0,11,1,9,6,5,2,6,0,,0,Yes,"Spread of diseases,Other (please specify):",Soil degradation ,Other (please specify): ,Thrice/month ,I would be willing to contribute my time,Disease prevention. Beautiful scenery for tourists ,Muonda,Female,Please state the age in completed years of life,25,Primary education,Unemployed,,Christianity,,Please enter amount as a number,6,Please enter amount as a number,7,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"75,001 to 100,000",,No comment ,1500,1500,750,750,0,0,1,0
True,R_11aOXdI7S82AbA9,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,10,2,12,0,16,0,,0,16,0,2,10,2,0,10,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact",,Bi-weekly / twice a week,,I do not want do engage in solid waste management,Beautification. Prevention of diseases ,Katukumala,Female,Please state the age in completed years of life,39,Secondary education ,Other (please specify):,Fisherman ,Christianity,,All my life,,Please enter amount as a number,13,Mother of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,4,"25,001 to 50,000",,Thanks for visiting us ,2500,2500,1250,1250,0,0,0,0
True,R_1poCN4iJBVSIgjV,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,1,9,2,1,11,1,15,0,,0,13,1,8,6,7,2,3,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Every day,,I would be willing to pay a fee,Disease prevention ,Muonda,Female,Please state the age in completed years of life,23,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,1,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"125,001 to 150,000",,No comment ,1500,1500,3000,750,1,0,0,1
True,R_ptHAK95r0FNv1Bf,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,17,0,0,10,13,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Once a week,,I would be willing to contribute my time,Beautification of our community ,Katukumala,Female,Please state the age in completed years of life,42,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,5,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"25,001 to 50,000",,Thanks for visiting us ,2000,2000,1000,1000,0,0,0,0
True,R_0CZ4XAvXiCRW1vX,Daughter of head of HH,,Extremely satisfied,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,25,0,0,15,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact,Decrease of tourism",,Once a week,,I do not want do engage in solid waste management,Beautification ,Muonda,Female,Please state the age in completed years of life,68,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"Less than 25,000",,Thanks for visiting  us. Devaluation of kwacha makes us un able to buy fertilizer ,500,500,250,250,0,0,1,1
True,R_2AQElgVMwVayu2u,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,3,12,1,10,0,,0,13,1,9,7,6,1,3,0,,0,Yes,"Water pollution,Spread of diseases,Other (please specify):",Harm people if not disposed properly ,Every day,,I would be willing to contribute my time,Disease prevention. Clean environment for tourists ,Muonda,Female,Please state the age in completed years of life,33,Secondary education ,Unemployed,,Islam ,,Please enter amount as a number,3,Please enter amount as a number,3,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"125,001 to 150,000",,No comment ,1000,1000,2000,500,1,0,0,1
True,R_2CPJIRh0QU3iMNH,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,0,0,0,40,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Beautification ,Katukumala,Female,Please state the age in completed years of life,36,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,2,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"75,001 to 100,000",,Thanks for visiting us ,1500,1500,750,750,0,0,1,1
True,R_2EFqT9tBsRXe6pr,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,No,No,No,,,,,,,,,,,,,,1,8,4,5,11,2,9,0,,0,12,1,8,5,7,3,4,0,,0,Yes,"Water pollution,Air pollution,Decrease of tourism,Other (please specify):",Soil degradation ,Bi-weekly / twice a week,,I would be willing to contribute my time,Increased tourism. Disease prevention ,Muonda,Male,Please state the age in completed years of life,40,Secondary education ,Private sector,,Christianity,,Please enter amount as a number,19,Please enter amount as a number,4,Male head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,5,Prefer not to say,,I am interested in waste management,2000,2000,4000,1000,1,0,0,0
True,R_1mKqdPVVDHGQ1Uu,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,1,8,5,2,12,1,11,0,,0,12,1,7,5,8,3,4,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,Disease prevention ,Chembe,Female,Please state the age in completed years of life,30,Secondary education ,Private sector,,Christianity,,Please enter amount as a number,5,Please enter amount as a number,2,Female head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,5,"150,001 to 175,000",,No comment ,2500,2500,1250,1250,0,0,1,1
True,R_25GXrhwWzYTUZn3,Female head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,13,2,10,0,,0,12,1,8,5,6,2,6,0,,0,Yes,"Spread of diseases,Other (please specify):",Harm people ,Every day,,I would be willing to contribute my time,Disease prevention. Clean and beautiful community ,Chembe,Female,Please state the age in completed years of life,45,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,24,Female head of HH,,,Owner,,Please enter amount as a number,67,Please enter amount as a number,7,"50,001 to 75,000",,Waste collection should be done on all kinds of Waste here in our community ,1000,1000,2000,500,1,0,1,1
True,R_26neCe98dzm9hC1,Mother of head of HH,,Extremely satisfied,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,1,0,0,0,24,0,,0,14,0,0,17,9,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact,Decrease of tourism,Food insecurity",,Once a week,,I would be willing to contribute my time,Beautification. Good hygiene ,Madothi,Female,Please state the age in completed years of life,54,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,20,Mother of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,6,"Less than 25,000",,Thanks for visiting us ,500,500,1000,1000,1,1,0,0
True,R_2B4mtMEZ7N3292C,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,6,0,0,0,6,0,28,0,,0,12,0,0,13,15,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Good hygiene. Good health ,Madothi,Female,Please state the age in completed years of life,25,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,1,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"Less than 25,000",,Thanks ,3000,3000,6000,6000,1,1,0,0
True,R_V2ayhD5NUudkGNb,Male head of HH,,Extremely satisfied,Yes,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,3,12,2,10,0,,0,11,2,8,6,5,2,6,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to pay a fee,Disease prevention ,Chembe,Male,Please state the age in completed years of life,45,Secondary education ,Private sector,,Christianity,,All my life,,Please enter amount as a number,23,Male head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,4,"200,001 to 225,000",,I am willing to help in collecting waste here in cape Maclear ,500,500,1000,250,1,0,1,1
True,R_SOyGapcUZCb8DAZ,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,6,0,0,0,14,0,20,0,,0,16,0,0,14,10,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism,Climate change ",,Once a week,,I would be willing to contribute my time,Beautification ,Madothi,Female,Please state the age in completed years of life,42,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,9,"Less than 25,000",,Thanks for visit ,1500,1500,750,750,0,0,0,0
True,R_tXPsofIGKRI954t,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,,,,,,,,1,6,5,2,11,3,12,0,,0,10,1,8,6,7,4,4,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,Disease prevention. Increased tourism ,Chembe,Female,Please state the age in completed years of life,24,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Daughter of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,8,"125,001 to 150,000",,No comment ,2500,2500,1250,1250,0,0,1,0
True,R_2YxNVWb2TkRneQA,Mother of head of HH,,Extremely satisfied,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,36,0,,0,13,0,0,17,10,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Beautification ,Madothi,Female,Please state the age in completed years of life,52,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,5,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"Less than 25,000",,Thanks for visiting us ,1000,1000,500,500,0,0,1,1
True,R_2dGbZEfpJPNdfSh,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,,0,6,5,2,12,2,13,0,,0,9,1,7,5,6,3,9,0,,0,Yes,Spread of diseases,,Every day,,I would be willing to contribute my time,Disease prevention ,Chembe,Female,Please state the age in completed years of life,28,Primary education,Unemployed,,Christianity,,Please enter amount as a number,8,Prefer not to say,,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,5,"175,001 to 200,000",,Waste management is needed in our area because the situation is  getting worse ,3000,3000,1500,1500,0,0,1,0
True,R_3EXOfiN1FPqlGxF,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,1,7,5,2,11,2,12,0,,0,11,1,7,6,7,3,5,0,,0,Yes,Spread of diseases,,Once a week,,I would be willing to contribute my time,Disease prevention ,Chembe,Female,Please state the age in completed years of life,45,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,45,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,6,"125,001 to 150,000",,Waste management can transform our community into a good place ,2000,2000,4000,1000,1,0,0,1
True,R_3I9l7qJDj8mQHbz,Daughter of head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,0,0,0,26,14,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to pay a fee,Good health. Beautification. Sanitation ,Nkhono,Female,Please state the age in completed years of life,26,Tertiary education,Government employee,,Christianity,,Please enter amount as a number,6,Please enter amount as a number,1,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,4,"75,001 to 100,000",,Thanks for visiting us. This project may improve good health and sanitation ,500,500,1000,1000,1,1,1,1
True,R_3PdEoxqjMRH1hg7,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,2,6,4,1,11,2,14,0,,0,8,2,7,5,6,4,8,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism,Loss of biodiversity ",,Bi-weekly / twice a week,,I would be willing to pay a fee,Disease prevention ,Chembe,Female,Please state the age in completed years of life,32,Secondary education ,Private sector,,Christianity,,All my life,,Please enter amount as a number,12,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"200,001 to 225,000",,No comment ,2500,2500,5000,1250,1,0,0,1
True,R_sj9zpIz2y9pecbD,Female head of HH,,,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,1,5,4,1,12,1,16,0,,0,8,1,7,6,8,4,6,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,Reduction in disease spreading. Clean and beautiful scenery for tourists ,Chembe,Female,Please state the age in completed years of life,47,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,31,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,7,"175,001 to 200,000",,Waste collection is needed in our area may be twice a week to make it a better place,1500,1500,3000,750,1,0,0,1
